num_cores,n_tasks,target_utilization,scheduling_type,scheduling_policy,allocation_policy,avg_response_time_cf,avg_response_time_milp,schedulability_ratio_cf,schedulability_ratio_milp,total_utilization,analysis_overhead
4,400,0.5,Partitioned,HEFT,Worst-Fit Decreasing,154.06087302796294,7.6646788807761155,0.8675,1.0,0.5,0.20921730995178223
4,400,0.5,Partitioned,HEFT,Round-Robin,153.3331705187777,7.6646788807761155,0.87,1.0,0.5,0.2080669403076172
4,400,0.5,Global,LDF,,339.31697233227663,8.912814807035977,1.0,1.0,0.5000000000000004,0.6256787776947021
4,400,0.5,Partitioned,LDF,First-Fit Decreasing,147.67922245437904,8.896752492066202,1.0,1.0,0.5000000000000003,0.20659613609313965
4,400,0.5,Partitioned,LDF,Best-Fit Decreasing,147.67922245437904,8.896752492066202,1.0,1.0,0.5000000000000003,0.20660185813903809
4,400,0.5,Partitioned,LDF,Worst-Fit Decreasing,140.88270047361775,8.896752492066202,1.0,1.0,0.5000000000000003,0.2061753273010254
4,400,0.5,Partitioned,LDF,Round-Robin,140.36446544226533,8.896752492066202,1.0,1.0,0.5000000000000003,0.20633554458618164
4,400,0.75,Global,FIFO,,471.25242015081676,12.105492043058305,0.4925,1.0,0.7499999999999993,0.5971043109893799
4,400,0.75,Partitioned,FIFO,First-Fit Decreasing,240.57005631967309,15.343550571407727,0.78,1.0,0.7500000000000003,0.2038896083831787
4,400,0.75,Partitioned,FIFO,Best-Fit Decreasing,240.57005631967309,15.343550571407727,0.78,1.0,0.7500000000000003,0.20381903648376465
4,400,0.75,Partitioned,FIFO,Worst-Fit Decreasing,230.48326160993668,15.343550571407727,0.7875,1.0,0.7500000000000003,0.20407867431640625
4,400,0.75,Partitioned,FIFO,Round-Robin,228.7625620974798,15.343550571407727,0.7875,1.0,0.7500000000000003,0.2037370204925537
4,400,0.75,Global,HEFT,,471.9695937845045,12.30449543668892,0.515,1.0,0.7499999999999993,0.6226670742034912
4,400,0.75,Partitioned,HEFT,First-Fit Decreasing,247.90762623998376,12.558472978261825,0.7525,1.0,0.7499999999999998,0.20626282691955566
4,400,0.75,Partitioned,HEFT,Best-Fit Decreasing,247.90762623998376,12.558472978261825,0.7525,1.0,0.7499999999999998,0.2061629295349121
4,400,0.75,Partitioned,HEFT,Worst-Fit Decreasing,236.06700787391074,12.558472978261825,0.7625,1.0,0.7499999999999998,0.20672917366027832
4,400,0.75,Partitioned,HEFT,Round-Robin,236.88772957959293,12.558472978261825,0.7675,1.0,0.7499999999999998,0.20580458641052246
4,400,0.75,Global,LDF,,513.9442653019412,16.610136246756603,0.775,1.0,0.7499999999999998,0.6232619285583496
4,400,0.75,Partitioned,LDF,First-Fit Decreasing,235.7396122249598,19.494241329207437,1.0,1.0,0.7499999999999989,0.21489858627319336
4,400,0.75,Partitioned,LDF,Best-Fit Decreasing,235.7396122249598,19.494241329207437,1.0,1.0,0.7499999999999989,0.21514630317687988
4,400,0.75,Partitioned,LDF,Worst-Fit Decreasing,230.7698535090616,19.494241329207437,1.0,1.0,0.7499999999999989,0.21515345573425293
4,400,0.75,Partitioned,LDF,Round-Robin,230.09014010492322,19.494241329207437,1.0,1.0,0.7499999999999989,0.21529626846313477
4,600,0.25,Global,FIFO,,170.04961110314179,3.729136390263271,0.8783333333333333,1.0,0.25000000000000033,1.652247667312622
4,600,0.25,Partitioned,FIFO,First-Fit Decreasing,70.2403978636715,3.5018053639196114,1.0,1.0,0.2500000000000002,0.3325481414794922
4,600,0.25,Partitioned,FIFO,Best-Fit Decreasing,70.2403978636715,3.5018053639196114,1.0,1.0,0.2500000000000002,0.33257484436035156
4,600,0.25,Partitioned,FIFO,Worst-Fit Decreasing,67.21831127832894,3.5018053639196114,1.0,1.0,0.2500000000000002,0.33214664459228516
4,600,0.25,Partitioned,FIFO,Round-Robin,66.63769120120804,3.5018053639196114,1.0,1.0,0.2500000000000002,0.3321714401245117
4,600,0.25,Global,HEFT,,143.2245192478584,3.285341925948451,0.8833333333333333,1.0,0.24999999999999997,1.7884368896484375
4,600,0.25,Partitioned,HEFT,First-Fit Decreasing,78.67723341652349,3.5710492247537258,0.995,1.0,0.25,0.3455173969268799
4,600,0.25,Partitioned,HEFT,Best-Fit Decreasing,78.67723341652349,3.5710492247537258,0.995,1.0,0.25,0.34522485733032227
4,600,0.25,Partitioned,HEFT,Worst-Fit Decreasing,76.43424573101547,3.5710492247537258,1.0,1.0,0.25,0.34387779235839844
4,600,0.25,Partitioned,HEFT,Round-Robin,76.10977306997209,3.5710492247537258,0.9966666666666667,1.0,0.25,0.34450364112854004
4,600,0.25,Global,LDF,,180.34585240341443,3.6737959238946747,1.0,1.0,0.24999999999999978,1.7868831157684326
4,600,0.25,Partitioned,LDF,First-Fit Decreasing,73.72635789600804,3.6237151990400194,1.0,1.0,0.25000000000000017,0.3413276672363281
4,600,0.25,Partitioned,LDF,Best-Fit Decreasing,73.72635789600804,3.6237151990400194,1.0,1.0,0.25000000000000017,0.3419651985168457
4,600,0.25,Partitioned,LDF,Worst-Fit Decreasing,70.87736537189838,3.6237151990400194,1.0,1.0,0.25000000000000017,0.34343862533569336
4,600,0.25,Partitioned,LDF,Round-Robin,70.91038574201038,3.6237151990400194,1.0,1.0,0.25000000000000017,0.3418734073638916
4,600,0.5,Global,FIFO,,338.77522728190684,6.970156832587963,0.6683333333333333,1.0,0.4999999999999994,1.6523001194000244
4,600,0.5,Partitioned,FIFO,First-Fit Decreasing,152.50035040477383,7.694051657144953,0.93,1.0,0.4999999999999994,0.3384528160095215
4,600,0.5,Partitioned,FIFO,Best-Fit Decreasing,152.50035040477383,7.694051657144953,0.93,1.0,0.4999999999999994,0.3399014472961426
4,600,0.5,Partitioned,FIFO,Worst-Fit Decreasing,143.59940638271664,7.694051657144953,0.9383333333333334,1.0,0.4999999999999994,0.3390233516693115
4,600,0.5,Partitioned,FIFO,Round-Robin,144.005281681597,7.694051657144953,0.9383333333333334,1.0,0.4999999999999994,0.33797621726989746
4,600,0.5,Global,HEFT,,312.7341182266389,7.111102816823263,0.6716666666666666,1.0,0.49999999999999994,1.796525478363037
4,600,0.5,Partitioned,HEFT,First-Fit Decreasing,155.19421170814462,6.783238410537767,0.8483333333333334,1.0,0.4999999999999997,0.33814167976379395
4,600,0.5,Partitioned,HEFT,Best-Fit Decreasing,155.19421170814462,6.783238410537767,0.8483333333333334,1.0,0.4999999999999997,0.3400092124938965
4,600,0.5,Partitioned,HEFT,Worst-Fit Decreasing,148.68003882139428,6.783238410537767,0.855,1.0,0.4999999999999997,0.3395206928253174
4,600,0.5,Partitioned,HEFT,Round-Robin,148.2429213405573,6.783238410537767,0.855,1.0,0.4999999999999997,0.3390958309173584
4,600,0.5,Global,LDF,,334.56063191343145,6.887961084750591,1.0,1.0,0.5000000000000003,1.7793993949890137
4,600,0.5,Partitioned,LDF,First-Fit Decreasing,152.2898547868351,7.561961316872618,1.0,1.0,0.5000000000000002,0.3441140651702881
4,600,0.5,Partitioned,LDF,Best-Fit Decreasing,152.2898547868351,7.561961316872618,1.0,1.0,0.5000000000000002,0.34458088874816895
4,600,0.5,Partitioned,LDF,Worst-Fit Decreasing,145.98366221222742,7.561961316872618,1.0,1.0,0.5000000000000002,0.34545278549194336
4,600,0.5,Partitioned,LDF,Round-Robin,145.9256628792123,7.561961316872618,1.0,1.0,0.5000000000000002,0.3456547260284424
4,600,0.75,Global,FIFO,,508.6072201697129,11.673272435199026,0.45166666666666666,1.0,0.7500000000000004,1.6811308860778809
4,600,0.75,Partitioned,FIFO,First-Fit Decreasing,231.19174683849826,12.029633459654827,0.805,1.0,0.75,0.32652735710144043
4,600,0.75,Partitioned,FIFO,Best-Fit Decreasing,231.19174683849826,12.029633459654827,0.805,1.0,0.75,0.3271477222442627
4,600,0.75,Partitioned,FIFO,Worst-Fit Decreasing,218.99753419939069,12.029633459654827,0.815,1.0,0.75,0.32717227935791016
4,600,0.75,Partitioned,FIFO,Round-Robin,219.23004374200906,12.029633459654827,0.8116666666666666,1.0,0.75,0.3264429569244385
4,600,0.75,Global,HEFT,,471.44032302532247,10.394348744361862,0.54,1.0,0.7499999999999988,1.777867078781128
4,600,0.75,Partitioned,HEFT,First-Fit Decreasing,233.80121086342638,10.711952787853745,0.745,1.0,0.7499999999999997,0.3361947536468506
4,600,0.75,Partitioned,HEFT,Best-Fit Decreasing,233.80121086342638,10.711952787853745,0.745,1.0,0.7499999999999997,0.3372519016265869
4,600,0.75,Partitioned,HEFT,Worst-Fit Decreasing,225.29239238720203,10.711952787853745,0.7483333333333333,1.0,0.7499999999999997,0.3362565040588379
4,600,0.75,Partitioned,HEFT,Round-Robin,224.2450874083948,10.711952787853745,0.75,1.0,0.7499999999999997,0.33576226234436035
4,600,0.75,Global,LDF,,548.5806784795664,13.090681587482301,0.74,1.0,0.7499999999999997,1.796915054321289
4,600,0.75,Partitioned,LDF,First-Fit Decreasing,230.68406395201717,13.920676581881896,1.0,1.0,0.7500000000000006,0.33551836013793945
4,600,0.75,Partitioned,LDF,Best-Fit Decreasing,230.68406395201717,13.920676581881896,1.0,1.0,0.7500000000000006,0.33553171157836914
4,600,0.75,Partitioned,LDF,Worst-Fit Decreasing,218.28436017854736,13.920676581881896,1.0,1.0,0.7500000000000006,0.3365607261657715
4,600,0.75,Partitioned,LDF,Round-Robin,217.98003965467444,13.920676581881896,1.0,1.0,0.7500000000000006,0.33551597595214844
8,10,0.25,Global,FIFO,,185.91944402091784,18.687288343905756,0.8,1.0,0.25000000000000006,0.004688262939453125
8,10,0.25,Partitioned,FIFO,First-Fit Decreasing,121.82943454660547,23.67506852019507,0.9,1.0,0.24999999999999997,0.004731178283691406
8,10,0.25,Partitioned,FIFO,Best-Fit Decreasing,121.82943454660547,23.67506852019507,0.9,1.0,0.24999999999999997,0.004664182662963867
8,10,0.25,Partitioned,FIFO,Worst-Fit Decreasing,64.17388221138734,23.67506852019507,1.0,1.0,0.24999999999999997,0.004627227783203125
8,10,0.25,Partitioned,FIFO,Round-Robin,64.17388221138735,23.67506852019507,1.0,1.0,0.24999999999999997,0.004581928253173828
8,10,0.25,Global,HEFT,,98.36008836030769,10.059682706912207,0.9,1.0,0.25,0.004669189453125
8,10,0.25,Partitioned,HEFT,First-Fit Decreasing,104.29992915663188,19.874642741085285,0.8,1.0,0.24999999999999994,0.0042743682861328125
8,10,0.25,Partitioned,HEFT,Best-Fit Decreasing,104.29992915663188,19.874642741085285,0.8,1.0,0.24999999999999994,0.004260063171386719
8,10,0.25,Partitioned,HEFT,Worst-Fit Decreasing,53.4663143499595,19.874642741085285,1.0,1.0,0.24999999999999994,0.004204750061035156
8,10,0.25,Partitioned,HEFT,Round-Robin,54.088284140323424,19.874642741085285,1.0,1.0,0.24999999999999994,0.004180908203125
8,10,0.25,Global,LDF,,171.00343794688965,12.972896960050761,1.0,1.0,0.24999999999999997,0.002453327178955078
8,10,0.25,Partitioned,LDF,First-Fit Decreasing,72.67114553398676,20.44025582586116,1.0,1.0,0.25,0.003760099411010742
8,10,0.25,Partitioned,LDF,Best-Fit Decreasing,72.67114553398676,20.44025582586116,1.0,1.0,0.25,0.003736734390258789
8,10,0.25,Partitioned,LDF,Worst-Fit Decreasing,38.35584029389082,20.44025582586116,1.0,1.0,0.25,0.003727436065673828
8,10,0.25,Partitioned,LDF,Round-Robin,39.71967767224358,20.44025582586116,1.0,1.0,0.25,0.0037164688110351562
8,10,0.5,Global,FIFO,,298.4666893206168,31.51748975344564,0.7,1.0,0.4999999999999999,0.0036745071411132812
8,10,0.5,Partitioned,FIFO,First-Fit Decreasing,242.2266177450794,53.288191279842614,0.7,1.0,0.5,0.004051923751831055
8,10,0.5,Partitioned,FIFO,Best-Fit Decreasing,242.2266177450794,53.288191279842614,0.7,1.0,0.5,0.0041425228118896484
8,10,0.5,Partitioned,FIFO,Worst-Fit Decreasing,125.36256536825324,53.288191279842614,0.9,1.0,0.5,0.004104137420654297
8,10,0.5,Partitioned,FIFO,Round-Robin,128.24610060054675,53.288191279842614,0.9,1.0,0.5,0.0040662288665771484
8,10,0.5,Global,HEFT,,198.08721693414364,22.366048803101688,0.5,1.0,0.49999999999999994,0.003992795944213867
8,10,0.5,Partitioned,HEFT,First-Fit Decreasing,141.3172493850919,26.300967053263594,0.8,1.0,0.5,0.0027604103088378906
8,10,0.5,Partitioned,HEFT,Best-Fit Decreasing,141.3172493850919,26.300967053263594,0.8,1.0,0.5,0.002821207046508789
8,10,0.5,Partitioned,HEFT,Worst-Fit Decreasing,60.22204363723447,26.300967053263594,1.0,1.0,0.5,0.0027856826782226562
8,10,0.5,Partitioned,HEFT,Round-Robin,61.60008486388439,26.300967053263594,1.0,1.0,0.5,0.0027916431427001953
8,10,0.5,Global,LDF,,321.7517949009075,34.97515802609518,1.0,1.0,0.49999999999999994,0.0032100677490234375
8,10,0.5,Partitioned,LDF,First-Fit Decreasing,149.53157725790578,32.73094571717002,1.0,1.0,0.5000000000000001,0.003261566162109375
8,10,0.5,Partitioned,LDF,Best-Fit Decreasing,149.53157725790578,32.73094571717002,1.0,1.0,0.5000000000000001,0.003298044204711914
8,10,0.5,Partitioned,LDF,Worst-Fit Decreasing,74.91700299949252,32.73094571717002,1.0,1.0,0.5000000000000001,0.0032477378845214844
8,10,0.5,Partitioned,LDF,Round-Robin,71.79045518736197,32.73094571717002,1.0,1.0,0.5000000000000001,0.003306150436401367
8,10,0.75,Global,FIFO,,611.6427129472806,60.14355067049248,0.5,1.0,0.7499999999999999,0.004170417785644531
8,10,0.75,Partitioned,FIFO,First-Fit Decreasing,170.1990427068375,38.22785476753735,0.8,1.0,0.75,0.0037000179290771484
8,10,0.75,Partitioned,FIFO,Best-Fit Decreasing,170.1990427068375,38.22785476753735,0.8,1.0,0.75,0.0036725997924804688
8,10,0.75,Partitioned,FIFO,Worst-Fit Decreasing,85.3671136469408,38.22785476753735,1.0,1.0,0.75,0.0039479732513427734
8,10,0.75,Partitioned,FIFO,Round-Robin,87.44455500081807,38.22785476753735,0.9,1.0,0.75,0.0036427974700927734
8,10,0.75,Global,HEFT,,530.8231904970984,57.07434812978653,0.4,1.0,0.7500000000000001,0.003648519515991211
8,10,0.75,Partitioned,HEFT,First-Fit Decreasing,174.5835305155468,32.36862777674797,0.5,1.0,0.7500000000000001,0.004177093505859375
8,10,0.75,Partitioned,HEFT,Best-Fit Decreasing,174.5835305155468,32.36862777674797,0.5,1.0,0.7500000000000001,0.004266023635864258
8,10,0.75,Partitioned,HEFT,Worst-Fit Decreasing,89.57198358438498,32.36862777674797,1.0,1.0,0.7500000000000001,0.004108905792236328
8,10,0.75,Partitioned,HEFT,Round-Robin,86.65790394374127,32.36862777674797,0.9,1.0,0.7500000000000001,0.004137754440307617
8,10,0.75,Global,LDF,,345.57812944403594,31.127089640156935,0.8,1.0,0.7500000000000001,0.003706216812133789
8,10,0.75,Partitioned,LDF,First-Fit Decreasing,352.69627026046953,76.58410354305573,1.0,1.0,0.75,0.004533052444458008
8,10,0.75,Partitioned,LDF,Best-Fit Decreasing,352.69627026046953,76.58410354305573,1.0,1.0,0.75,0.004686832427978516
8,10,0.75,Partitioned,LDF,Worst-Fit Decreasing,181.44767857318158,76.58410354305573,1.0,1.0,0.75,0.004611015319824219
8,10,0.75,Partitioned,LDF,Round-Robin,192.62796745817903,76.58410354305573,1.0,1.0,0.75,0.004533529281616211
8,50,0.25,Global,FIFO,,155.77949114385797,6.440855066953791,0.78,1.0,0.25000000000000006,0.021294593811035156
8,50,0.25,Partitioned,FIFO,First-Fit Decreasing,59.99150911956161,4.758566270462498,1.0,1.0,0.24999999999999997,0.022290706634521484
8,50,0.25,Partitioned,FIFO,Best-Fit Decreasing,59.99150911956161,4.758566270462498,1.0,1.0,0.24999999999999997,0.022300004959106445
8,50,0.25,Partitioned,FIFO,Worst-Fit Decreasing,28.411044444966187,4.758566270462498,1.0,1.0,0.24999999999999997,0.02213287353515625
8,50,0.25,Partitioned,FIFO,Round-Robin,28.652251483801273,4.758566270462498,1.0,1.0,0.24999999999999997,0.02206873893737793
8,50,0.25,Global,HEFT,,150.66028351217307,5.034315256239385,0.8,1.0,0.24999999999999997,0.021547794342041016
8,50,0.25,Partitioned,HEFT,First-Fit Decreasing,71.60028589671154,4.977954996437449,1.0,1.0,0.25000000000000006,0.020879507064819336
8,50,0.25,Partitioned,HEFT,Best-Fit Decreasing,71.60028589671154,4.977954996437449,1.0,1.0,0.25000000000000006,0.021004438400268555
8,50,0.25,Partitioned,HEFT,Worst-Fit Decreasing,34.87825674778696,4.977954996437449,1.0,1.0,0.25000000000000006,0.020694494247436523
8,50,0.25,Partitioned,HEFT,Round-Robin,35.02853068463788,4.977954996437449,1.0,1.0,0.25000000000000006,0.020725011825561523
8,50,0.25,Global,LDF,,164.6894122053122,8.109210793064697,1.0,1.0,0.25,0.023180723190307617
8,50,0.25,Partitioned,LDF,First-Fit Decreasing,80.37028203600508,7.491196370153879,1.0,1.0,0.24999999999999992,0.018168210983276367
8,50,0.25,Partitioned,LDF,Best-Fit Decreasing,80.37028203600508,7.491196370153879,1.0,1.0,0.24999999999999992,0.01820516586303711
8,50,0.25,Partitioned,LDF,Worst-Fit Decreasing,39.04967069498759,7.491196370153879,1.0,1.0,0.24999999999999992,0.018271446228027344
8,50,0.25,Partitioned,LDF,Round-Robin,38.22435390800345,7.491196370153879,1.0,1.0,0.24999999999999992,0.017976045608520508
8,50,0.5,Global,FIFO,,352.4774580858661,16.303944858473063,0.7,1.0,0.5,0.021399497985839844
8,50,0.5,Partitioned,FIFO,First-Fit Decreasing,113.09100453105808,10.722135629030022,0.96,1.0,0.4999999999999998,0.020288944244384766
8,50,0.5,Partitioned,FIFO,Best-Fit Decreasing,113.09100453105808,10.722135629030022,0.96,1.0,0.4999999999999998,0.020399093627929688
8,50,0.5,Partitioned,FIFO,Worst-Fit Decreasing,54.705925743412934,10.722135629030022,1.0,1.0,0.4999999999999998,0.020376205444335938
8,50,0.5,Partitioned,FIFO,Round-Robin,54.58109858365722,10.722135629030022,1.0,1.0,0.4999999999999998,0.020272016525268555
8,50,0.5,Global,HEFT,,264.11805344918025,9.049231745899377,0.46,1.0,0.49999999999999983,0.021602869033813477
8,50,0.5,Partitioned,HEFT,First-Fit Decreasing,155.95769714222524,11.186272363258677,0.86,1.0,0.5,0.020455121994018555
8,50,0.5,Partitioned,HEFT,Best-Fit Decreasing,155.95769714222524,11.186272363258677,0.86,1.0,0.5,0.02034592628479004
8,50,0.5,Partitioned,HEFT,Worst-Fit Decreasing,78.02287265919652,11.186272363258677,1.0,1.0,0.5,0.02037334442138672
8,50,0.5,Partitioned,HEFT,Round-Robin,77.165859302884,11.186272363258677,1.0,1.0,0.5,0.020334959030151367
8,50,0.5,Global,LDF,,320.7878390810094,16.359474423070214,1.0,1.0,0.4999999999999999,0.019774198532104492
8,50,0.5,Partitioned,LDF,First-Fit Decreasing,140.57445191324766,18.62360202418353,1.0,1.0,0.4999999999999999,0.02193927764892578
8,50,0.5,Partitioned,LDF,Best-Fit Decreasing,140.57445191324766,18.62360202418353,1.0,1.0,0.4999999999999999,0.022142887115478516
8,50,0.5,Partitioned,LDF,Worst-Fit Decreasing,69.63571018988112,18.62360202418353,1.0,1.0,0.4999999999999999,0.021955251693725586
8,50,0.5,Partitioned,LDF,Round-Robin,69.47915547283738,18.62360202418353,1.0,1.0,0.4999999999999999,0.021739959716796875
8,50,0.75,Global,FIFO,,514.2380219535279,22.684897310667694,0.5,1.0,0.7499999999999998,0.01860666275024414
8,50,0.75,Partitioned,FIFO,First-Fit Decreasing,226.79888331098914,23.711889326005068,0.72,1.0,0.7499999999999996,0.02038264274597168
8,50,0.75,Partitioned,FIFO,Best-Fit Decreasing,226.79888331098914,23.711889326005068,0.72,1.0,0.7499999999999996,0.020621299743652344
8,50,0.75,Partitioned,FIFO,Worst-Fit Decreasing,111.39938741524567,23.711889326005068,0.96,1.0,0.7499999999999996,0.02053070068359375
8,50,0.75,Partitioned,FIFO,Round-Robin,113.51123555045392,23.711889326005068,0.92,1.0,0.7499999999999996,0.02033090591430664
8,50,0.75,Global,HEFT,,483.2519564162047,20.178821110186963,0.54,1.0,0.7499999999999997,0.02051258087158203
8,50,0.75,Partitioned,HEFT,First-Fit Decreasing,226.66592854306728,16.044706894843017,0.58,1.0,0.7500000000000001,0.019263267517089844
8,50,0.75,Partitioned,HEFT,Best-Fit Decreasing,226.66592854306728,16.044706894843017,0.58,1.0,0.7500000000000001,0.019336223602294922
8,50,0.75,Partitioned,HEFT,Worst-Fit Decreasing,110.73150116852767,16.044706894843017,0.86,1.0,0.7500000000000001,0.018815994262695312
8,50,0.75,Partitioned,HEFT,Round-Robin,111.13548138598011,16.044706894843017,0.82,1.0,0.7500000000000001,0.018790483474731445
8,50,0.75,Global,LDF,,568.3769369052716,32.63668957711863,0.74,1.0,0.7500000000000003,0.020505428314208984
8,50,0.75,Partitioned,LDF,First-Fit Decreasing,240.40682218302848,31.413255091835936,1.0,1.0,0.7499999999999997,0.020576953887939453
8,50,0.75,Partitioned,LDF,Best-Fit Decreasing,240.40682218302848,31.413255091835936,1.0,1.0,0.7499999999999997,0.020771265029907227
8,50,0.75,Partitioned,LDF,Worst-Fit Decreasing,118.27640226424211,31.413255091835936,1.0,1.0,0.7499999999999997,0.020510196685791016
8,50,0.75,Partitioned,LDF,Round-Robin,120.09294869854453,31.413255091835936,1.0,1.0,0.7499999999999997,0.02053666114807129
8,100,0.25,Global,FIFO,,166.6488692960859,4.477287014163054,0.89,1.0,0.25000000000000006,0.048369407653808594
8,100,0.25,Partitioned,FIFO,First-Fit Decreasing,71.90810704358529,4.2797500482874185,1.0,1.0,0.25000000000000017,0.04338526725769043
8,100,0.25,Partitioned,FIFO,Best-Fit Decreasing,71.90810704358529,4.2797500482874185,1.0,1.0,0.25000000000000017,0.043445587158203125
8,100,0.25,Partitioned,FIFO,Worst-Fit Decreasing,35.291431094745,4.2797500482874185,1.0,1.0,0.25000000000000017,0.04310178756713867
8,100,0.25,Partitioned,FIFO,Round-Robin,35.25044848687822,4.2797500482874185,1.0,1.0,0.25000000000000017,0.04276919364929199
8,100,0.25,Global,HEFT,,156.13564875816857,4.535394998785101,0.84,1.0,0.25000000000000006,0.05074739456176758
8,100,0.25,Partitioned,HEFT,First-Fit Decreasing,76.62491041048126,4.770931366952498,0.99,1.0,0.2500000000000001,0.05082225799560547
8,100,0.25,Partitioned,HEFT,Best-Fit Decreasing,76.62491041048126,4.770931366952498,0.99,1.0,0.2500000000000001,0.0511014461517334
8,100,0.25,Partitioned,HEFT,Worst-Fit Decreasing,37.8951933117805,4.770931366952498,1.0,1.0,0.2500000000000001,0.05034589767456055
8,100,0.25,Partitioned,HEFT,Round-Robin,37.653161598177576,4.770931366952498,1.0,1.0,0.2500000000000001,0.050275564193725586
8,100,0.25,Global,LDF,,173.40625343169904,4.592816674982239,1.0,1.0,0.25000000000000006,0.04837346076965332
8,100,0.25,Partitioned,LDF,First-Fit Decreasing,72.65010748367722,4.800570960034663,1.0,1.0,0.25000000000000006,0.044394493103027344
8,100,0.25,Partitioned,LDF,Best-Fit Decreasing,72.65010748367722,4.800570960034663,1.0,1.0,0.25000000000000006,0.04464149475097656
8,100,0.25,Partitioned,LDF,Worst-Fit Decreasing,35.24822852920831,4.800570960034663,1.0,1.0,0.25000000000000006,0.04439091682434082
8,100,0.25,Partitioned,LDF,Round-Robin,34.887723886265874,4.800570960034663,1.0,1.0,0.25000000000000006,0.07837557792663574
8,100,0.5,Global,FIFO,,359.4134618373526,11.508138375170251,0.65,1.0,0.49999999999999994,0.04690909385681152
8,100,0.5,Partitioned,FIFO,First-Fit Decreasing,140.01124234918842,12.049811552563062,0.93,1.0,0.5000000000000002,0.04266500473022461
8,100,0.5,Partitioned,FIFO,Best-Fit Decreasing,140.01124234918842,12.049811552563062,0.93,1.0,0.5000000000000002,0.043616533279418945
8,100,0.5,Partitioned,FIFO,Worst-Fit Decreasing,69.0346903603116,12.049811552563062,1.0,1.0,0.5000000000000002,0.04277944564819336
8,100,0.5,Partitioned,FIFO,Round-Robin,68.35781892502301,12.049811552563062,1.0,1.0,0.5000000000000002,0.04254555702209473
8,100,0.5,Global,HEFT,,349.86263975000367,10.21041928136094,0.57,1.0,0.5000000000000003,0.04572892189025879
8,100,0.5,Partitioned,HEFT,First-Fit Decreasing,153.59219349047896,8.22221565428349,0.85,1.0,0.5000000000000001,0.04301190376281738
8,100,0.5,Partitioned,HEFT,Best-Fit Decreasing,153.59219349047896,8.22221565428349,0.85,1.0,0.5000000000000001,0.04345130920410156
8,100,0.5,Partitioned,HEFT,Worst-Fit Decreasing,75.52502057857433,8.22221565428349,1.0,1.0,0.5000000000000001,0.043012380599975586
8,100,0.5,Partitioned,HEFT,Round-Robin,74.0470772373774,8.22221565428349,0.99,1.0,0.5000000000000001,0.04284811019897461
8,100,0.5,Global,LDF,,359.7188860941042,14.442058585458694,1.0,1.0,0.5000000000000001,0.05034351348876953
8,100,0.5,Partitioned,LDF,First-Fit Decreasing,124.47433137272382,11.654323277479053,1.0,1.0,0.5000000000000002,0.0430760383605957
8,100,0.5,Partitioned,LDF,Best-Fit Decreasing,124.47433137272382,11.654323277479053,1.0,1.0,0.5000000000000002,0.043674468994140625
8,100,0.5,Partitioned,LDF,Worst-Fit Decreasing,60.01159790765982,11.654323277479053,1.0,1.0,0.5000000000000002,0.04343223571777344
8,100,0.5,Partitioned,LDF,Round-Robin,60.385990973744676,11.654323277479053,1.0,1.0,0.5000000000000002,0.04293417930603027
8,100,0.75,Global,FIFO,,515.0850870020452,17.956266048931948,0.53,1.0,0.7500000000000004,0.04353618621826172
8,100,0.75,Partitioned,FIFO,First-Fit Decreasing,208.32761494130966,15.393845593432115,0.82,1.0,0.7500000000000002,0.04101371765136719
8,100,0.75,Partitioned,FIFO,Best-Fit Decreasing,208.32761494130966,15.393845593432115,0.82,1.0,0.7500000000000002,0.04146242141723633
8,100,0.75,Partitioned,FIFO,Worst-Fit Decreasing,98.57367905568053,15.393845593432115,1.0,1.0,0.7500000000000002,0.0410611629486084
8,100,0.75,Partitioned,FIFO,Round-Robin,97.78033725587095,15.393845593432115,0.99,1.0,0.7500000000000002,0.04100370407104492
8,100,0.75,Global,HEFT,,451.1851512053534,12.71973942539793,0.46,1.0,0.7500000000000002,0.049326181411743164
8,100,0.75,Partitioned,HEFT,First-Fit Decreasing,215.8749697725943,10.694195591540527,0.59,1.0,0.7500000000000001,0.04204130172729492
8,100,0.75,Partitioned,HEFT,Best-Fit Decreasing,215.8749697725943,10.694195591540527,0.59,1.0,0.7500000000000001,0.04226851463317871
8,100,0.75,Partitioned,HEFT,Worst-Fit Decreasing,104.16747184677381,10.694195591540527,0.87,1.0,0.7500000000000001,0.04197072982788086
8,100,0.75,Partitioned,HEFT,Round-Robin,103.3005928400024,10.694195591540527,0.87,1.0,0.7500000000000001,0.04231572151184082
8,100,0.75,Global,LDF,,526.3343009118151,24.151336519853253,0.75,1.0,0.7500000000000002,0.04793739318847656
8,100,0.75,Partitioned,LDF,First-Fit Decreasing,206.90613369639817,20.524908563684043,1.0,1.0,0.7500000000000007,0.042067766189575195
8,100,0.75,Partitioned,LDF,Best-Fit Decreasing,206.90613369639817,20.524908563684043,1.0,1.0,0.7500000000000007,0.042359352111816406
8,100,0.75,Partitioned,LDF,Worst-Fit Decreasing,100.50930798440432,20.524908563684043,1.0,1.0,0.7500000000000007,0.042086124420166016
8,100,0.75,Partitioned,LDF,Round-Robin,99.1877622243474,20.524908563684043,1.0,1.0,0.7500000000000007,0.04187321662902832
8,200,0.25,Global,FIFO,,158.81735214786642,3.6149007199556222,0.875,1.0,0.24999999999999997,0.13968205451965332
